bench,bpred,size,metric,value
m88ksim,tsbp,32KB,misses,11951
m88ksim,tsbp,512KB,misses,12441
m88ksim,tsbp,64KB,misses,11322
perl,tsbp,128KB,misses,63377
perl,tsbp,16KB,misses,69802
perl,tsbp,1MB,misses,61739
perl,tsbp,256KB,misses,63881
perl,tsbp,32KB,misses,62381
perl,tsbp,512KB,misses,61758
perl,tsbp,64KB,misses,60812
vortex,tsbp,128KB,misses,9865
vortex,tsbp,16KB,misses,13899
vortex,tsbp,1MB,misses,9933
vortex,tsbp,256KB,misses,9287
vortex,tsbp,32KB,misses,9428
vortex,tsbp,512KB,misses,9909
vortex,tsbp,64KB,misses,9606
fpppp,tsbp,128KB,sim_num_insn,15917
fpppp,tsbp,16KB,sim_num_insn,15917
fpppp,tsbp,1MB,sim_num_insn,15917
fpppp,tsbp,256KB,sim_num_insn,15917
fpppp,tsbp,32KB,sim_num_insn,15917
fpppp,tsbp,512KB,sim_num_insn,15917
fpppp,tsbp,64KB,sim_num_insn,15917
gcc,tsbp,128KB,sim_num_insn,10000003
gcc,tsbp,16KB,sim_num_insn,10000003
gcc,tsbp,1MB,sim_num_insn,10000003
gcc,tsbp,256KB,sim_num_insn,10000003
gcc,tsbp,32KB,sim_num_insn,10000003
gcc,tsbp,512KB,sim_num_insn,10000003
gcc,tsbp,64KB,sim_num_insn,10000003
go,tsbp,128KB,sim_num_insn,10000000
go,tsbp,16KB,sim_num_insn,10000000
go,tsbp,1MB,sim_num_insn,10000000
go,tsbp,256KB,sim_num_insn,10000000
go,tsbp,32KB,sim_num_insn,10000003
go,tsbp,512KB,sim_num_insn,10000000
go,tsbp,64KB,sim_num_insn,10000000
ijpeg,tsbp,128KB,sim_num_insn,10000001
ijpeg,tsbp,16KB,sim_num_insn,10000001
ijpeg,tsbp,1MB,sim_num_insn,10000001
ijpeg,tsbp,256KB,sim_num_insn,10000001
ijpeg,tsbp,32KB,sim_num_insn,10000001
ijpeg,tsbp,512KB,sim_num_insn,10000001
ijpeg,tsbp,64KB,sim_num_insn,10000001
li,tsbp,128KB,sim_num_insn,10000000
li,tsbp,16KB,sim_num_insn,10000000
li,tsbp,1MB,sim_num_insn,10000000
li,tsbp,256KB,sim_num_insn,10000000
li,tsbp,32KB,sim_num_insn,10000000
li,tsbp,512KB,sim_num_insn,10000000
li,tsbp,64KB,sim_num_insn,10000000
m88ksim,tsbp,128KB,sim_num_insn,541138
m88ksim,tsbp,16KB,sim_num_insn,541138
m88ksim,tsbp,1MB,sim_num_insn,541138
m88ksim,tsbp,256KB,sim_num_insn,541138
m88ksim,tsbp,32KB,sim_num_insn,541138
m88ksim,tsbp,512KB,sim_num_insn,541138
m88ksim,tsbp,64KB,sim_num_insn,541138
perl,tsbp,128KB,sim_num_insn,10000001
perl,tsbp,16KB,sim_num_insn,10000001
perl,tsbp,1MB,sim_num_insn,10000001
perl,tsbp,256KB,sim_num_insn,10000001
perl,tsbp,32KB,sim_num_insn,10000001
perl,tsbp,512KB,sim_num_insn,10000001
perl,tsbp,64KB,sim_num_insn,10000001
vortex,tsbp,128KB,sim_num_insn,402533
vortex,tsbp,16KB,sim_num_insn,402533
vortex,tsbp,1MB,sim_num_insn,402533
vortex,tsbp,256KB,sim_num_insn,402533
vortex,tsbp,32KB,sim_num_insn,402533
vortex,tsbp,512KB,sim_num_insn,402533
vortex,tsbp,64KB,sim_num_insn,402533
