bench,bpred,size,metric,value
li,gshare,1MB,reverse_bpred_jr_rate,0.0135
li,gshare,256KB,bpred_jr_rate,0.9138
li,gshare,256KB,reverse_bpred_jr_rate,0.0135
li,gshare,32KB,bpred_jr_rate,0.9135
li,gshare,32KB,reverse_bpred_jr_rate,0.0135
li,gshare,512KB,bpred_jr_rate,0.9141
li,gshare,512KB,reverse_bpred_jr_rate,0.0135
li,gshare,64KB,bpred_jr_rate,0.9152
li,gshare,64KB,reverse_bpred_jr_rate,0.0135
m88ksim,gshare,128KB,bpred_jr_rate,0.8779
m88ksim,gshare,128KB,divide,by,zero>
m88ksim,gshare,16KB,bpred_jr_rate,0.8815
m88ksim,gshare,16KB,divide,by,zero>
m88ksim,gshare,1MB,bpred_jr_rate,0.8838
m88ksim,gshare,1MB,divide,by,zero>
m88ksim,gshare,256KB,bpred_jr_rate,0.8746
m88ksim,gshare,256KB,divide,by,zero>
m88ksim,gshare,32KB,bpred_jr_rate,0.8805
m88ksim,gshare,32KB,divide,by,zero>
m88ksim,gshare,512KB,bpred_jr_rate,0.8709
m88ksim,gshare,512KB,divide,by,zero>
m88ksim,gshare,64KB,bpred_jr_rate,0.8801
m88ksim,gshare,64KB,divide,by,zero>
perl,gshare,128KB,bpred_jr_rate,0.6423
perl,gshare,128KB,reverse_bpred_jr_rate,0.0127
perl,gshare,16KB,bpred_jr_rate,0.6423
perl,gshare,16KB,reverse_bpred_jr_rate,0.0127
perl,gshare,1MB,bpred_jr_rate,0.6423
perl,gshare,1MB,reverse_bpred_jr_rate,0.0127
perl,gshare,256KB,bpred_jr_rate,0.6423
perl,gshare,256KB,reverse_bpred_jr_rate,0.0127
perl,gshare,32KB,bpred_jr_rate,0.6423
perl,gshare,32KB,reverse_bpred_jr_rate,0.0127
perl,gshare,512KB,bpred_jr_rate,0.6423
perl,gshare,512KB,reverse_bpred_jr_rate,0.0127
perl,gshare,64KB,bpred_jr_rate,0.6424
perl,gshare,64KB,reverse_bpred_jr_rate,0.0127
vortex,gshare,128KB,bpred_jr_rate,0.8651
vortex,gshare,128KB,divide,by,zero>
vortex,gshare,16KB,bpred_jr_rate,0.8718
vortex,gshare,16KB,divide,by,zero>
vortex,gshare,1MB,bpred_jr_rate,0.8669
vortex,gshare,1MB,divide,by,zero>
vortex,gshare,256KB,bpred_jr_rate,0.8693
vortex,gshare,256KB,divide,by,zero>
vortex,gshare,32KB,bpred_jr_rate,0.8747
vortex,gshare,32KB,divide,by,zero>
vortex,gshare,512KB,bpred_jr_rate,0.8617
vortex,gshare,512KB,divide,by,zero>
vortex,gshare,64KB,bpred_jr_rate,0.8715
vortex,gshare,64KB,divide,by,zero>
fpppp,gshare,128KB,bpred_jr_non_ras_rate.PP,0.6667
fpppp,gshare,128KB,divide,by,zero>
fpppp,gshare,16KB,bpred_jr_non_ras_rate.PP,0.6667
fpppp,gshare,16KB,divide,by,zero>
fpppp,gshare,1MB,bpred_jr_non_ras_rate.PP,0.6667
fpppp,gshare,1MB,divide,by,zero>
fpppp,gshare,256KB,bpred_jr_non_ras_rate.PP,0.6667
fpppp,gshare,256KB,divide,by,zero>
fpppp,gshare,32KB,bpred_jr_non_ras_rate.PP,0.6667
fpppp,gshare,32KB,divide,by,zero>
fpppp,gshare,512KB,bpred_jr_non_ras_rate.PP,0.6667
fpppp,gshare,512KB,divide,by,zero>
fpppp,gshare,64KB,bpred_jr_non_ras_rate.PP,0.6667
fpppp,gshare,64KB,divide,by,zero>
gcc,gshare,128KB,bpred_jr_non_ras_rate.PP,0.3227
gcc,gshare,128KB,reverse_bpred_jr_non_ras_rate.PP,0.0817
gcc,gshare,16KB,bpred_jr_non_ras_rate.PP,0.3227
gcc,gshare,16KB,reverse_bpred_jr_non_ras_rate.PP,0.0817
gcc,gshare,1MB,bpred_jr_non_ras_rate.PP,0.3227
gcc,gshare,1MB,reverse_bpred_jr_non_ras_rate.PP,0.0817
gcc,gshare,256KB,bpred_jr_non_ras_rate.PP,0.3227
gcc,gshare,256KB,reverse_bpred_jr_non_ras_rate.PP,0.0817
gcc,gshare,32KB,bpred_jr_non_ras_rate.PP,0.3227
gcc,gshare,32KB,reverse_bpred_jr_non_ras_rate.PP,0.0817
gcc,gshare,512KB,bpred_jr_non_ras_rate.PP,0.3227
gcc,gshare,512KB,reverse_bpred_jr_non_ras_rate.PP,0.0817
gcc,gshare,64KB,bpred_jr_non_ras_rate.PP,0.3227
gcc,gshare,64KB,reverse_bpred_jr_non_ras_rate.PP,0.0817
go,gshare,128KB,bpred_jr_non_ras_rate.PP,0.6449
go,gshare,128KB,reverse_bpred_jr_non_ras_rate.PP,0.0468
go,gshare,16KB,bpred_jr_non_ras_rate.PP,0.6449
go,gshare,16KB,reverse_bpred_jr_non_ras_rate.PP,0.0468
go,gshare,1MB,bpred_jr_non_ras_rate.PP,0.6449
go,gshare,1MB,reverse_bpred_jr_non_ras_rate.PP,0.0468
go,gshare,256KB,bpred_jr_non_ras_rate.PP,0.6449
go,gshare,256KB,reverse_bpred_jr_non_ras_rate.PP,0.0468
go,gshare,32KB,bpred_jr_non_ras_rate.PP,0.6449
go,gshare,32KB,reverse_bpred_jr_non_ras_rate.PP,0.0468
go,gshare,512KB,bpred_jr_non_ras_rate.PP,0.6449
go,gshare,512KB,reverse_bpred_jr_non_ras_rate.PP,0.0468
go,gshare,64KB,bpred_jr_non_ras_rate.PP,0.6449
go,gshare,64KB,reverse_bpred_jr_non_ras_rate.PP,0.0468
ijpeg,gshare,128KB,bpred_jr_non_ras_rate.PP,0.9929
ijpeg,gshare,128KB,reverse_bpred_jr_non_ras_rate.PP,0.0000
ijpeg,gshare,16KB,bpred_jr_non_ras_rate.PP,0.9929
ijpeg,gshare,16KB,reverse_bpred_jr_non_ras_rate.PP,0.0000
ijpeg,gshare,1MB,bpred_jr_non_ras_rate.PP,0.9929
ijpeg,gshare,1MB,reverse_bpred_jr_non_ras_rate.PP,0.0000
ijpeg,gshare,256KB,bpred_jr_non_ras_rate.PP,0.9929
ijpeg,gshare,256KB,reverse_bpred_jr_non_ras_rate.PP,0.0000
ijpeg,gshare,32KB,bpred_jr_non_ras_rate.PP,0.9929
ijpeg,gshare,32KB,reverse_bpred_jr_non_ras_rate.PP,0.0000
ijpeg,gshare,512KB,bpred_jr_non_ras_rate.PP,0.9929
ijpeg,gshare,512KB,reverse_bpred_jr_non_ras_rate.PP,0.0000
ijpeg,gshare,64KB,bpred_jr_non_ras_rate.PP,0.9929
ijpeg,gshare,64KB,reverse_bpred_jr_non_ras_rate.PP,0.0000
li,gshare,128KB,bpred_jr_non_ras_rate.PP,0.8256
li,gshare,128KB,reverse_bpred_jr_non_ras_rate.PP,0.0135
li,gshare,16KB,bpred_jr_non_ras_rate.PP,0.8256
li,gshare,16KB,reverse_bpred_jr_non_ras_rate.PP,0.0135
li,gshare,1MB,bpred_jr_non_ras_rate.PP,0.8256
li,gshare,1MB,reverse_bpred_jr_non_ras_rate.PP,0.0135
li,gshare,256KB,bpred_jr_non_ras_rate.PP,0.8256
li,gshare,256KB,reverse_bpred_jr_non_ras_rate.PP,0.0135
li,gshare,32KB,bpred_jr_non_ras_rate.PP,0.8256
li,gshare,32KB,reverse_bpred_jr_non_ras_rate.PP,0.0135
li,gshare,512KB,bpred_jr_non_ras_rate.PP,0.8256
li,gshare,512KB,reverse_bpred_jr_non_ras_rate.PP,0.0135
li,gshare,64KB,bpred_jr_non_ras_rate.PP,0.8256
li,gshare,64KB,reverse_bpred_jr_non_ras_rate.PP,0.0135
m88ksim,gshare,128KB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,gshare,128KB,divide,by,zero>
m88ksim,gshare,16KB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,gshare,16KB,divide,by,zero>
m88ksim,gshare,1MB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,gshare,1MB,divide,by,zero>
m88ksim,gshare,256KB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,gshare,256KB,divide,by,zero>
m88ksim,gshare,32KB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,gshare,32KB,divide,by,zero>
m88ksim,gshare,512KB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,gshare,512KB,divide,by,zero>
m88ksim,gshare,64KB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,gshare,64KB,divide,by,zero>
perl,gshare,128KB,bpred_jr_non_ras_rate.PP,0.1495
